spot_slug,slug,neighborhood,mall,hours,address,min_budget,max_people,menu_url,whatsapp,phone,instagram,latitude,longitude,is_active,sort_order
el-cafe-del-sol,el-cafe-del-sol-ciudad-jardin,Ciudad Jardin,Palmas Mall,Lun-Dom 12:00-22:00,"Cra. 105 #15-09, Ciudad Jardín, Cali, Valle del Cauca, Colombia",40000,6,,,,,3.3642912,-76.5341899,true,20
el-toro-enamorao,el-toro-enamorao-granada,Granada,,Lun-Mie 12:00-22:00 · Jue 12:00-23:00 · Vie-Sab 12:00-00:00 · Dom 12:00-17:00,"Cl. 17 Nte. #9-38, Granada, Cali",0,6,,https://wa.me/573160276332,,https://instagram.com/eltoroenamorao/,,,true,10
nikkei-232,nikkei-232-el-parque,Ciudad Jardin,El Parque - Cocina al aire libre,Lun-Mie 11:30-18:00 · Jue-Sab 11:30-19:00 · Dom 11:30-18:00,"Cra. 111 #18-71, Cañasgordas, Cali, Valle del Cauca, Colombia",24000,6,,https://wa.me/573177819553,,,3.3584558,-76.5301969,true,10
chilitaco,chilitaco-parque-del-perro,San Fernando,Parque del Perro,Lun-Dom 11:15-22:00,"Calle 4 #34-10, Parque del Perro, Cali",18000,4,https://www.chilitaco.com.co/,https://wa.me/573243956630,,, , ,true,10
chilitaco,chilitaco-pance,Pance,Lago Verde,Lun-Dom 11:15-22:00,"Cl. 16A #122-70, Lago Verde, Pance, Cali",18000,4,https://www.chilitaco.com.co/,https://wa.me/573243956630,,,3.3452491,-76.5344544,true,20
sushi-green,sushi-green-parque-del-perro,San Fernando,Parque del Perro,Lun-Jue 12:00-22:00 · Vie-Sab 12:00-00:00 · Dom 12:00-22:00,"Cra. 34 #3A-87, Parque del Perro, Cali",25000,4,https://www.sushigreen.com.co/,,,, , ,true,10
cheers-pizzeria,cheers-pizzeria-parque-del-perro,San Fernando,Parque del Perro,Lun-Mie 12:00-22:30 · Jue 12:00-23:00 · Vie-Sab 12:00-23:30 · Dom 12:00-22:30,"Carrera 34 #3A-48, Parque del Perro, Cali",22000,6,,https://wa.me/576023451827,,, , ,true,10
jugos-parque-del-perro,jugos-parque-del-perro-san-fernando,San Fernando,Parque del Perro,,"Cra. 34 #3A-20, Parque del Perro, Cali",12000,4,,https://wa.me/573057841195,,, , ,true,10
agave-azul-cocina-bar,agave-azul-cocina-bar-lago-verde,Pance,Lago Verde,Lun-Jue 17:00-22:00 · Vie-Sab 17:00-02:00 · Dom 15:00-21:00,"Cl. 16A #122-70, Lago Verde, Pance, Cali",28000,6,https://drive.google.com/file/d/1tmuCUf5brKCmAJrVvrtV-7QKQiSZd4J4/view,,,https://instagram.com/agaveazul.cocinabar/,3.3452491,-76.5344544,true,10
vinciatti,vinciatti-lago-verde,Pance,Lago Verde,Lun-Mie 14:00-21:00 · Mar-Jue 13:00-21:00 · Vie-Sab 14:30-23:30 · Dom 13:30-22:30,"Cl. 16A #122-70, Lago Verde, Pance, Cali",15000,4,,,,https://instagram.com/vinciatti/,3.3452491,-76.5344544,true,10
renata-tacos,renata-tacos-lago-verde,Pance,Lago Verde,Lun-Mar 12:00-21:00 · Mie Cerrado · Jue-Sab 12:00-23:00 · Dom 12:00-22:00 · Festivos 12:00-22:00,"Calle 16a #122-70 Parque comercial lago verde burbuja 14",8900,4,https://www.renatatacos.com/menus/MENU-RENATA.pdf,,,https://instagram.com/renatatacos/,3.3452491,-76.5344544,true,10
renata-tacos,renata-tacos-parque-del-perro,San Fernando,Parque del Perro,Lun-Mar 12:00-21:00 · Mie-Jue 12:00-22:00 · Vie-Sab 12:00-23:00 · Dom 12:00-22:00 · Festivos 12:00-22:00,"Carreraa. 34 #3a-83",8900,4,https://www.renatatacos.com/menus/MENU-RENATA.pdf,,,https://instagram.com/renatatacos/,,,true,10
la-gaucha-angus,la-gaucha-angus-lago-verde,Pance,Lago Verde,Abiertos hasta las 00:00,"Cl. 16A #122-70, Lago Verde, Pance, Cali",30500,4,,https://api.whatsapp.com/send?phone=573022125129&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnxIPqwVYO9FUESZ9gLN5xiC2vhyB5rZDz7VLMGQX5G9mjfYA_GHOOQkBJhhg_aem_4iAOjdDm-uLB4FmrosSdBA,,https://instagram.com/lagauchangus/,3.3452491,-76.5344544,true,10
panaderia-le-croissant,panaderia-le-croissant-lago-verde,Pance,Lago Verde,Lun-Dom 06:30-22:00,"Cl. 16A #122-70, Lago Verde, Pance, Cali",12000,4,,,,"https://instagram.com/lecroissant.panaderia/",3.3452491,-76.5344544,true,10
panaderia-le-croissant,panaderia-le-croissant-pronta-plaza-natura,Alfaguara,Pronta Plaza Natura,Lun-Dom 06:30-22:00,"Pronta Plaza Natura, Parque Natura, Avenida Cañasgordas, Jamundí, Valle del Cauca, Colombia",12000,4,,,,"https://instagram.com/lecroissant.panaderia/",,,true,10
cafe-milagro-de-junio,cafe-milagro-de-junio-lago-verde,Pance,Lago Verde,Lun 08:30-20:30 · Mar-Jue 08:30-21:00 · Vie-Dom-Fest 08:30-22:00,"Cl. 16A #122-70, Parque Comercial Lago Verde, Pance, Cali, Valle del Cauca, Colombia",8500,4,https://drive.google.com/file/d/1qNRsLbUv63L-j3-4HKGHSNxhZSuIdgSz/view?fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGneZaOIqWc3L1Xqb1QQ49b1zjJaPafh4TI6kP9KqdjiSd7bwJ804AhpF1sdrA_aem_INDPEt0bia18XlhUGF2wnw,,3127277212,https://instagram.com/milagrodejuniocafe/,3.3452491,-76.5344544,true,10
artesapan-gourmet,artesapan-gourmet-lago-verde,Pance,Lago Verde,Lun-Dom 07:30-19:30,"Parque Comercial Lago Verde, Calle 16A, Barrio Pance, Cali, Valle del Cauca, Colombia",8000,4,https://menupp.co/artesapan,,,https://instagram.com/artesapangourmet/,3.3452491,-76.5344544,true,10
nami-reposteria,nami-reposteria-lago-verde,Pance,Lago Verde,,"Calle 16A #122-70, Barrio Pance, Cali, Valle del Cauca, Colombia",18800,4,https://www.canva.com/design/DAGzthjmFpc/TLgFbdXMvdnZmItyvNjKJw/view?utm_content=DAGzthjmFpc&utm_campaign=designshare&utm_medium=link&utm_source=viewer,https://api.whatsapp.com/send?phone=573205478955,,https://instagram.com/nami.reposteria/,3.3452491,-76.5344544,true,10
rainbow-bakery,rainbow-bakery-lago-verde,Pance,Lago Verde,Lun 13:00-19:30 · Mar 15:00-19:30 · Mie 14:00-19:00 · Jue 12:00-20:30 · Vie 12:00-22:30 · Sab 14:00-22:30 · Dom 15:00-21:30,"Lago Verde Parque Comercial, burbuja 5, Calle 16A #122-70, barrio Pance, Cali, Valle del Cauca, Colombia",10500,4,https://www.rappi.com.co/restaurantes/900405175-rainbow-bakery,https://api.whatsapp.com/send?phone=573104663069,,https://instagram.com/rainbow.bakery4/,3.3452491,-76.5344544,true,10
t4,t4-lago-verde,Pance,Lago Verde,Lun-Dom 12:00-21:00,"Cl. 16A #122-70, Barrio Pance, Cali, Valle del Cauca, Colombia",18150,4,https://t4colombia.com/menu/,,,https://instagram.com/t4colombia/,3.3452491,-76.5344544,true,10
t4,t4-mallplaza,Sur,C.C. Mallplaza,Lun-Dom 12:00-21:00,"CL 3 #52-253, C.C. Mallplaza, Local 348, 2do piso, Cali, Valle del Cauca, Colombia",18150,4,https://t4colombia.com/menu/,,,https://instagram.com/t4colombia/,3.4126349,-76.5487125,true,10
maranello,maranello-parque-del-perro,San Fernando,Parque del Perro,Lun-Jue 11:30-22:00 · Vie-Sab 11:30-23:00 · Dom 11:30-22:00,"Cra. 34 #3A-83, Patio 34, Parque del Perro, Cali, Valle del Cauca, Colombia",23900,4,https://www.canva.com/design/DAHAe9YaL7o/ZxjkBC3rCzttOs53841u3A/view?utm_content=DAHAe9YaL7o&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h0b78f40c9,https://api.whatsapp.com/send?phone=3136506065,,https://instagram.com/maranellopasta/,,,true,10
maranello,maranello-jardin-plaza,Ciudad Jardin,C.C. Jardín Plaza,Lun-Jue 11:30-21:00 · Vie-Sab 11:30-22:00 · Dom 11:30-21:00,"Cra. 98 #16-200, Local R47A, C.C. Jardín Plaza, Cali, Valle del Cauca, Colombia",23900,4,https://www.canva.com/design/DAHAe9YaL7o/ZxjkBC3rCzttOs53841u3A/view?utm_content=DAHAe9YaL7o&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h0b78f40c9,https://api.whatsapp.com/send?phone=3136506065,,https://instagram.com/maranellopasta/,3.3807018,-76.5287250,true,10
